title,date,stock,price_after_a_week
"Benzinga Pro Afternoon Price Check For Major Averages: Russell 2000 Down 12 (0.9%), S&P 500 Down 54 (2.2%), Dow 30 Down 600 (2.6%), Nasdaq Down 178 (2.7%)",2019-01-03,QQQ,7.6491733176864685
"Benzinga Pro Mid-Day Price Check For Major Averages: Russell 2000 Down 1 (0.1%), S&P 500 Down 39 (1.6%), Dow 30 Down 456 (2.0%), Nasdaq Down 130 (2.0%)",2019-01-03,QQQ,7.6491733176864685
"Benzinga Pro Morning Price Check For Major Averages: Russell 2000 Down 10 (0.4%), S&P 500 Down 53 (2.1%), Dow 30 Down 556 (2.4%), Nasdaq Down 176 (2.6%)",2019-01-03,QQQ,7.6491733176864685
"Benzinga Pro Afternoon Price Check For Major Averages: Russell 2000 Flat, Nasdaq Down 7 (0.1%), S&P 500 Down 11 (0.5%), Dow 30 Down 134 (0.6%)",2019-01-02,QQQ,3.83522844023668
"Benzinga Pro Morning Price Check For Major Averages: S&P 500 Down 28 (1.1%), Dow 30 Down 268 (1.2%), Nasdaq Down 84 (1.3%), Russell 2000 Down 21 (1.5%)",2019-01-02,QQQ,3.83522844023668
"Dow Jones Industrial Average Closes 2018 At 23,322.51, Down 6.1% For The Year; S&P 500 Closes Year At 2,506.71, Down ~6.6% For The Year; Nasdaq Closes At 6,633.99, Down 1.4% For Year",2018-12-31,QQQ,2.482821939673997
"Benzinga Pro Afternoon Price Check For Major Averages: Russell 2000 Up 6 (0.5%), Nasdaq Up 4 (0.1%), S&P 500 Down 5 (0.2%), Dow 30 Down 96 (0.4%)",2018-12-28,QQQ,2.13113354166743
"Benzinga Pro Mid-Day Price Check For Major Averages: Nasdaq Up 7 (0.1%), S&P 500 Flat, Russell 2000 Down 8 (0.1%), Dow 30 Down 43 (0.2%)",2018-12-28,QQQ,2.13113354166743
"Buying Opportunity Or 1987 Again? Bulls, Bears Battle On PreMarket Prep",2018-12-28,QQQ,2.13113354166743
"Benzinga Pro Morning Price Check For Major Averages: Dow 30 Up 104 (0.5%), S&P 500 Up 11 (0.4%), Nasdaq Up 27 (0.4%), Russell 2000 Up 2 (0.2%)",2018-12-28,QQQ,2.13113354166743
"Benzinga Pro Afternoon Price Check For Major Averages: Dow 30 Up 22 (0.1%), S&P 500 Down 3 (0.1%), Nasdaq Down 30 (0.5%), Russell 2000 Down 10 (0.8%)",2018-12-27,QQQ,-2.1104187760126996
"Benzinga Pro Mid-Day Price Check For Major Averages: Dow 30 Down 430 (1.9%), S&P 500 Down 48 (2.0%), Russell 2000 Down 28 (2.1%), Nasdaq Down 158 (2.4%)",2018-12-27,QQQ,-2.1104187760126996
"Benzinga Pro Morning Price Check For Major Averages: Russell 2000 Down 16 (1.2%), Nasdaq Down 101 (1.5%), S&P 500 Down 39 (1.6%), Dow 30 Down 366 (1.6%)",2018-12-27,QQQ,-2.1104187760126996
"Benzinga Pro Afternoon Price Check For Major Averages: Nasdaq Up 307 (5.0%), S&P 500 Up 95 (4.1%), Dow 30 Up 893 (4.1%), Russell 2000 Up 51 (4.0%)",2018-12-26,QQQ,1.5873002026033103
Market Strategist: Here's What Matters Most For Investors In 2019,2018-12-26,QQQ,1.5873002026033103
"Benzinga Pro Mid-Day  Price Check For Major Averages: Nasdaq Up 177 (2.9%), Russell 2000 Up 28 (2.2%), S&P 500 Up 50 (2.1%), Dow 30 Up 457 (2.1%)",2018-12-26,QQQ,1.5873002026033103
"Benzinga Pro Morning  Price Check For Major Averages: Nasdaq Up 89 (1.4%), Russell 2000 Up 12 (1.0%), S&P 500 Up 19 (0.8%), Dow 30 Up 120 (0.6%)",2018-12-26,QQQ,1.5873002026033103
Will The Bear Market Continue In 2019? The Street Debates What's Next,2018-12-24,QQQ,7.498254355400699
Coal For Christmas On Wall Street: S&P 500 Enters Bear Territory,2018-12-24,QQQ,7.498254355400699
"Benzinga Pro Mid-Day Price Check For Major Averages: Dow 30 Down 159 (0.7%), S&P 500 Down 22 (0.9%), Nasdaq Down 123 (1.9%), Russell 2000 Down 25 (1.9%)",2018-12-21,QQQ,3.6592761020875955
"Benzinga Pro Morning  Price Check For Major Averages: Dow 30 Up 260 (1.1%), S&P 500 Up 23 (1.0%), Nasdaq Up 25 (0.4%), Russell 2000 Up 6 (0.4%)",2018-12-21,QQQ,3.6592761020875955
"Benzinga Pro Afternoon Price Check For Major Averages: Nasdaq Down 70 (1.1%), S&P 500 Down 27 (1.1%), Russell 2000 Down 18 (1.3%), Dow 30 Down 352 (1.5%)",2018-12-20,QQQ,0.4990544585552604
"'Nasdaq enters bear market territory, down 20% from high...' -CNBC Tweet",2018-12-20,QQQ,0.4990544585552604
"Benzinga Pro Morning  Price Check For Major Averages: Russell 2000 Down 1 (0.1%), S&P 500 Down 10 (0.4%), Nasdaq Down 30 (0.4%), Dow 30 Down 165 (0.7%)",2018-12-20,QQQ,0.4990544585552604
"Experts Break Down Fed Commentary, Markets Disagree With Powell",2018-12-20,QQQ,0.4990544585552604
"Less Hawkish Tone: Rates Rise Again, But 2019 Might See Fewer Hikes",2018-12-19,QQQ,-1.3395405509580138
"Benzinga Pro Afternoon  Price Check For Major Averages: Dow 30 Down 368 (1.6%), S&P 500 Down 41 (1.6%), Nasdaq Down 151 (2.2%), Russell 2000 Down 32 (2.3%)",2018-12-19,QQQ,-1.3395405509580138
The Federal Reserve Issues Fourth Rate Hike Of 2018,2018-12-19,QQQ,-1.3395405509580138
"Benzinga Pro Mid-Day Price Check For Major Averages: Dow 30 Up 201 (0.9%), S&P 500 Up 21 (0.8%), Russell 2000 Up 11 (0.8%), Nasdaq Up 39 (0.6%)",2018-12-19,QQQ,-1.3395405509580138
"Benzinga Pro Morning  Price Check For Major Averages: S&P 500 Up 9 (0.4%), Nasdaq Up 26 (0.4%), Dow 30 Up 73 (0.3%), Russell 2000 Up 1 (0.1%)",2018-12-19,QQQ,-1.3395405509580138
"Benzinga Pro Afternoon Price Check For Major Averages: Russell 2000 Down 24 (1.7%), Dow 30 Down 537 (2.2%), S&P 500 Down 58 (2.2%), Nasdaq Down 171 (2.5%)",2018-12-17,QQQ,-8.848373003484792
"Benzinga Pro Mid-Day Price Check For Major Averages: Russell 2000 Flat, Nasdaq Down 41 (0.6%), S&P 500 Down 18 (0.7%), Dow 30 Down 162 (0.7%)",2018-12-17,QQQ,-8.848373003484792
"Benzinga Pro Morning Price Check For Major Averages: S&P 500 Down 24 (0.9%), Dow 30 Down 223 (0.9%), Nasdaq Down 70 (1.0%), Russell 2000 Down 17 (1.2%)",2018-12-17,QQQ,-8.848373003484792
"Benzinga Pro Afternoon Price Check For Major Averages: Russell 2000 Down 25 (1.7%), Dow 30 Down 499 (2.0%), S&P 500 Down 52 (2.0%), Nasdaq Down 260 (2.3%)",2018-12-14,QQQ,-8.387133618237726
"Benzinga Pro Mid-Day Price Check For Major Averages: Russell 2000 Down 8 (0.6%), Nasdaq Down 95 (1.4%), S&P 500 Down 37 (1.4%), Dow 30 Down 421 (1.7%)",2018-12-14,QQQ,-8.387133618237726
"Benzinga Pro Afternoon Price Check For Major Averages: Dow 30 Up 87 (0.4%), S&P 500 Up 2 (0.1%), Nasdaq Down 20 (0.3%), Russell 2000 Down 19 (1.3%)",2018-12-13,QQQ,-7.7589415714497285
"Benzinga Pro Morning Price Check For Major Averages: Russell 2000 Up 5 (0.3%), Dow 30 Up 72 (0.3%), S&P 500 Up 6 (0.2%), Nasdaq Up 7 (0.1%)",2018-12-13,QQQ,-7.7589415714497285
"Benzinga Pro Afternoon Price Check For Major Averages: Russell 2000 Up 20 (1.4%), Nasdaq Up 95 (1.3%), Dow 30 Up 254 (1.0%), S&P 500 Up 26 (1.0%)",2018-12-12,QQQ,-6.373828420954346
"Benzinga Pro Mid-Day Price Check For Major Averages: Nasdaq Up 156 (2.2%), Dow 30 Up 436 (1.8%), S&P 500 Up 46 (1.8%), Russell 2000 Up 25 (1.8%)",2018-12-12,QQQ,-6.373828420954346
"Benzinga Pro Morning Price Check For Major Averages: Nasdaq Up 92 (1.3%), S&P 500 Up 31 (1.2%), Dow 30 Up 292 (1.2%), Russell 2000 Down 3 (0.2%)",2018-12-12,QQQ,-6.373828420954346
"Benzinga Pro Afternoon Price Check For Major Averages: Nasdaq Up 46 (0.7%), S&P 500 Up 13 (0.5%), Dow 30 Up 94 (0.4%), Russell 2000 Up 4 (0.3%)",2018-12-11,QQQ,-3.172179553987056
"Benzinga Pro Mid-Day Price Check For Major Averages: Nasdaq Up 26 (0.4%), S&P 500 Flat, Russell 2000 Down 2 (0.1%), Dow 30 Down 72 (0.3%)",2018-12-11,QQQ,-3.172179553987056
"Benzinga Pro Morning  Price Check For Major Averages: Nasdaq Up 85 (1.3%), S&P 500 Up 28 (1.1%), Russell 2000 Up 15 (1.1%), Dow 30 Up 233 (1.0%)",2018-12-11,QQQ,-3.172179553987056
"Benzinga Pro Afternoon Price Check For Major Averages: Nasdaq Up 45 (0.6%), S&P 500 Flat, Dow 30 Down 24 (0.1%), Russell 2000 Down 8 (0.6%)",2018-12-10,QQQ,-3.45864583178684
"Benzinga Pro Mid-Day Price Check For Major Averages: Nasdaq Up 23 (0.3%), S&P 500 Down 10 (0.4%), Dow 30 Down 162 (0.7%), Russell 2000 Down 14 (1.0%)",2018-12-10,QQQ,-3.45864583178684
"Benzinga Pro Morning Price Check For Major Averages: Nasdaq Up 43 (0.6%), S&P 500 Up 4 (0.2%), Dow 30 Down 25 (0.1%), Russell 2000 Down 29 (2.0%)",2018-12-10,QQQ,-3.45864583178684
"Benzinga Pro Afternoon Price Check For Major Averages: S&P 500 Down 58 (2.2%), Dow 30 Down 551 (2.2%), Russell 2000 Down 33 (2.2%), Nasdaq Down 207 (2.9%)",2018-12-07,QQQ,-0.18589849467411018
"Benzinga Pro Morning Price Check For Major Averages: Russell 2000 Up 7 (0.5%), Dow 30 Down Flat, S&P 500 Down 3 (0.1%), Nasdaq Down 34 (0.5%)",2018-12-07,QQQ,-0.18589849467411018
"Benzinga Pro Morning Price Check For Major Averages: Nasdaq Down 111 (1.6%), S&P 500 Down 49 (1.8%), Dow 30 Down 472 (1.9%), Russell 2000 Down 24 (1.9%)",2018-12-06,QQQ,-1.0725585779408995
"Markets Sell Off Amid Rising Recession, Yield Curve Concerns; Bank Stocks Hit Hard",2018-12-04,QQQ,-1.2732319498356661
"Benzinga Pro Afternoon Price Check For Major Averages: S&P 500 Down 85 (3%), Dow 30 Down 743 (2.9%), Nasdaq Down 272 (3.7%), Russell 2000 Down 60 (3.9%)",2018-12-04,QQQ,-1.2732319498356661
"Benzinga Pro Mid-Day Price Check For Major Averages: Dow 30 Down 568 (2.2%), S&P 500 Down 65 (2.3%), Nasdaq Down 205 (2.7%), Russell 2000 Down 43 (2.8%)",2018-12-04,QQQ,-1.2732319498356661
"Benzinga Pro Morning Price Check For Major Averages: S&P 500 Down 22 (0.8%), Dow 30 Down 203 (0.8%), Nasdaq Down 82 (0.8%), Russell 2000 Down 18 (1.2%)",2018-12-04,QQQ,-1.2732319498356661
"Benzinga Pro Afternoon Price Check For Major Averages: Nasdaq Up 103 (1.4%), Dow 30 Up 283 (1.1%), S&P 500 Up 28 (1.0%), Russell 2000 Up 13 (0.9%)",2018-12-03,QQQ,-5.373408514206368
"Benzinga Pro Morning Price Check For Major Averages: Nasdaq Up 121 (1.7%), Dow 30 Up 353 (1.4%), S&P 500 Up 34 (1.2%), Russell 2000 Up 7 (0.5%)",2018-12-03,QQQ,-5.373408514206368
"Benzinga Pro Mid-Day Price Check For Major Averages: Nasdaq Up 5 (0.1%), S&P 500 Up 3 (0.1%), Dow 30 Down 27 (0.1%), Russell 2000 Down 7 (0.1%)",2018-11-30,QQQ,-4.717476669937894
"Benzinga Pro Morning Price Check For Major Averages: S&P 500 Flat, Dow 30 Down 33 (0.1%), Nasdaq Down 8 (0.1%), Russell 2000 Down 3 (0.2%)",2018-11-30,QQQ,-4.717476669937894
"Benzinga Pro Mid-Day Price Check For Major Averages: S&P 500 Up 3 (0.1%), Dow 30 Up 22 (0.1%), Nasdaq Up 9 (0.1%), Russell 2000 Down 2 (0.1%)",2018-11-29,QQQ,-0.7493280077072162
"Benzinga Pro Morning Price Check For Major Averages: Russell 2000 Up 32 (2.1%), Dow 30 Down 50 (0.2%), Nasdaq Down 22 (0.3%), S&P 500 Down 8 (0.3%)",2018-11-29,QQQ,-0.7493280077072162
"Benzinga Pro Mid-Day Price Check For Major Averages: S&P 500 Down 5 (0.2%), Dow 30 Down 67 (0.3%), Nasdaq Down 35 (0.4%), Russell 2000 Down 12 (0.8%)",2018-11-27,QQQ,1.3950067132280162
"Benzinga Pro Morning Price Check For Major Averages: Nasdaq Up 22 (0.3%), S&P 500 Up 5 (0.2%), Dow 30 Down 12 (0.1%), Russell 2000 Down 6 (0.4%)",2018-11-27,QQQ,1.3950067132280162
"Benzinga Pro Mid-Day Price Check For Major Averages: Nasdaq Up 95 (1.4%), S&P 500 Up 28 (1.0%), Dow 30 Up 227 (0.9%), Russell 2000 Up 10 (0.7%)",2018-11-26,QQQ,5.7953238737511565
"Benzinga Pro Mid-Day Price Check For Major Averages: Nasdaq Up 103 (1.5%), Dow 30 Up 336 (1.4%), S&P 500 Up 32 (1.2%), Russell 2000 Up 11 (0.8%)",2018-11-26,QQQ,5.7953238737511565
"Benzinga Pro Mid-Day Price Check For Major Averages: Russell 2000 Up 2 (0.1%), Nasdaq Down 6 (0.1%), S&P 500 Down 16 (0.6%), Dow 30 Down 171 (0.7%)",2018-11-23,QQQ,6.381500881411305
"Benzinga Pro Mid-Day Price Check For Major Averages: Russell 2000 Up 25 (1.7%), Nasdaq Up 106 (1.5%), S&P 500 Up 23 (0.9%), Dow 30 Up 172 (0.7%)",2018-11-21,QQQ,5.194239732937579
"Benzinga Pro Morning Price Check For Major Averages: Nasdaq Up 108 (1.6%), Russell 2000 Up 21 (1.4%), S&P 500 Up 24 (0.9%), Dow 30 Up 141 (0.6%)",2018-11-21,QQQ,5.194239732937579
"Benzinga Pro Afternoon Price Check For Major Averages: S&P 500 Down 42 (1.6%), Nasdaq Down 107 (1.6%), Russell 2000 Down 26 (1.8%), Dow 30 Down 503 (2.0%)",2018-11-20,QQQ,2.689116544631405
"Benzinga Pro Mid-Day Price Check For Major Averages: Russell 2000 Down 22 (1.5%), Nasdaq Down 113 (1.6%), S&P 500 Down 45 (1.7%), Dow 30 Down 504 (2.0%)",2018-11-20,QQQ,2.689116544631405
"Benzinga Pro Morning Price Check For Major Averages: Russell 2000 Down 27 (1.8%), S&P 500 Down 55 (2.0%), Dow 30 Down 566 (2.3%), Nasdaq Down 180 (2.6%)",2018-11-20,QQQ,2.689116544631405
"Benzinga Pro Mid-Day Price Check For Major Averages: Dow 30 Down 456 (1.8%), Russell 2000 Down 28 (1.8%), S&P 500 Down 51 (1.9%), Nasdaq Down 224 (3.1%)",2018-11-19,QQQ,0.5121566149840268
"Benzinga Pro Morning Price Check For Major Averages: Dow 30 Down 6 (0.2%), S&P 500 Down 52 (0.2%), Russell 2000 Down 3 (0.2%), Nasdaq Down 50 (0.7%)",2018-11-19,QQQ,0.5121566149840268
"Benzinga Pro Afternoon Price Check For Major Averages: S&P 500 Up 160 (0.6%), Dow 30 Up 11 (0.4%), Nasdaq Up 3 (0.1%), Russell 2000 Up 5 (0.3%)",2018-11-16,QQQ,-4.949249552238812
"Benzinga Pro Morning Price Check For Major Averages: S&P 500 Up (0.2%), Dow 30 Flat, Nasdaq Down 19 (0.3%), Russell 2000 Down 5 (0.3%)",2018-11-16,QQQ,-4.949249552238812
"Benzinga Pro Afternoon Price Check For Major Averages: Russell 2000 Down 3 (0.2%), Nasdaq Down 38 (0.5%), Dow 30 Down 13 (0.5%), S&P 500 Down 137 (0.5%)",2018-11-14,QQQ,-2.9237300773074515
"Benzinga Pro Morning Price Check For Major Averages: Russell 2000 Up 7 (0.5%), Dow 30 Flat, S&P 500 Flat, Nasdaq Down 5 (0.1%)",2018-11-14,QQQ,-2.9237300773074515
"Benzinga Pro Afternoon Price Check For Major Averages: Nasdaq Up 6 (0.1%), Dow 30 Down 2 (0.1%), Russell 2000 Down 4 (0.2%), S&P 500 Down 79 (0.3%)",2018-11-13,QQQ,-4.391179765776544
"Benzinga Pro Morning Price Check For Major Averages: Nasdaq Up 99 (1.4%), Dow 30 Up 27 (1.0%), Russell 2000 Up 7 (0.5%), S&P 500 Up 37 (0.2%)",2018-11-13,QQQ,-4.391179765776544
"Benzinga Pro Afternoon Price Check For Major Averages: Russell 2000 Down 23 (1.5%), Dow 30 Down 54 (1.9%), S&P 500 Down 597 (2.3%), Nasdaq Down 203 (2.7%)",2018-11-12,QQQ,-2.567188089133793
"Benzinga Pro Mid-Day Price Check For Major Averages: Dow 30 Down 34 (1.2%), Russell 2000 Down 20 (1.3%), S&P 500 Down 390(1.5%), Nasdaq Down 147 (2.0%)",2018-11-12,QQQ,-2.567188089133793
"Benzinga Pro Morning Price Check For Major Averages: Russell 2000 Down 16 (1.1%), Dow 30 Down 34 (1.2%), S&P 500 Down 326 (1.3%), Nasdaq Down 167 (2.3%)",2018-11-12,QQQ,-2.567188089133793
"Benzinga Pro Mid-Day Price Check For Major Averages: S&P 500 Down 234 (0.9%), Dow 30 Down 31 (1.1%), Nasdaq Down 139 (1.8%), Russell 2000 Down 29 (1.8%)",2018-11-09,QQQ,-2.3437522774311503
"Benzinga Pro Morning Price Check For Major Averages: S&P 500 Down 159 (0.6%), Dow 30 Down 21 (0.8%), Russell 2000 Down 13 (0.8%), Nasdaq Down 85 (1.1%)",2018-11-09,QQQ,-2.3437522774311503
"Benzinga Pro Afternoon Price Check For Major Averages: Dow 30 Down 44 (0.2%), Russell 2000 Down 6 (0.4%), S&P 500 Down 13 (0.5%), Nasdaq Down 56 (0.8%)",2018-11-08,QQQ,-3.651272924688108
"Benzinga Pro Mid-Day Price Check For Major Averages: Dow 30 Flat, Russell 2000 Down 2 (0.1%), S&P 500 Down 10 (0.3%), Nasdaq Down 46 (0.6%)",2018-11-08,QQQ,-3.651272924688108
"Benzinga Pro Morning Price Check For Major Averages: Dow 30 Down 19 (0.1%), S&P 500 Down 8 (0.3%), Nasdaq Down 30 (0.4%), Russell 2000 Down 6 (0.4%)",2018-11-08,QQQ,-3.651272924688108
"Benzinga Pro Morning Price Check For Major Averages: Nasdaq Up 176 (2.4%), Dow 30 Up 505 (2.0%), S&P 500 Up 54 (1.9%), Russell 2000 Up 26 (1.7%)",2018-11-07,QQQ,-5.911837841304963
"Benzinga Pro Morning Price Check For Major Averages: Nasdaq Up 133 (1.8%), Dow 30 Up 275 (1.1%), S&P 500 Up 37 (1.3%), Russell 2000 Up 8 (0.5%)",2018-11-07,QQQ,-5.911837841304963
"Benzinga Pro Mid-Day Price Check For Major Averages: Nasdaq Up 56 (0.8%), S&P 500 Up 15 (0.6%), Dow 30 Up 151 (0.6%), Russell 2000 Up 5 (0.3%)",2018-11-06,QQQ,-2.214522961274584
Buy Tech Or Brace For 'Epic' Downturn? 2 Pros Share Their Strategies To Play The Market,2018-11-06,QQQ,-2.214522961274584
"Benzinga Pro Morning Price Check For Major Averages: Nasdaq Up 59 (0.8%), S&P 500 Up 11 (0.4%), Dow 30 Up 74 (0.3%), Russell 2000 Up 1 (0.1%)",2018-11-06,QQQ,-2.214522961274584
Here's What's At Stake For Your Investments In The 2018 Midterms,2018-11-06,QQQ,-2.214522961274584
"Benzinga Pro Mid-Day Price Check For Major Averages: Dow 30 Up 91 (0.4%), S&P 500 Up 4 (0.1%), Russell 2000 Down 11 (0.7%), Nasdaq Down 77 (1.2%)",2018-11-05,QQQ,-1.5565843341850614
"Benzinga Pro Morning Price Check For Major Averages: Russell 2000 Up 1 (0.1%), Dow 30 Up 34 (0.1%), S&P 500 Down 2.0 (0.1%), Nasdaq Down 84 (1.2%)",2018-11-05,QQQ,-1.5565843341850614
"Benzinga Pro Mid-Day Price Check For Major Averages: Dow 30 Down 253 (1.0%), S&P 500 Down 35 (1.3%), Russell 2000 Down 6 (1.5%), Nasdaq Down 118 (1.6%)",2018-11-02,QQQ,1.2634307101360571
"Benzinga Pro Morning Price Check For Major Averages: Russell 2000 Up 9 (0.6%), Dow 30 Up 96 (0.4%), S&P 500 Up 7 (0.2%), Nasdaq Down 25 (0.4%)",2018-11-02,QQQ,1.2634307101360571
"Benzinga Pro Mid-Day Price Check For Major Averages: Russell 2000 Up 32 (2.1%), Nasdaq Up 118 (1.6%), S&P 500 Up 24 (0.9%), Dow 30 Up 210 (0.8%)",2018-11-01,QQQ,1.3948675042992753
"Benzinga Pro Morning Price Check For Major Averages: Russell 2000 Up 13 (0.9%), Dow 30 Up 103 (0.4%), S&P 500 Up 8 (0.3%), Nasdaq Up 18 (0.3%)",2018-11-01,QQQ,1.3948675042992753
"Benzinga Pro Mid-Day Price Check For Major Averages: Nasdaq Up 147 (2.1%), S&P 500 Up 34 (1.3%), Dow 30 Up 279 (1.1%), Russell 2000 Up 8 (0.5%)",2018-10-31,QQQ,3.3918235558664205
"Benzinga Pro Morning Price Check For Major Averages: Nasdaq Up 140 (1.9%), Russell 2000 Up 18 (1.2%), S&P 500 Up 33 (1.2%), Dow 30 Up 263 (1.1%)",2018-10-31,QQQ,3.3918235558664205
"Benzinga Pro Mid-Day Price Check For Major Averages: Russell 2000 Up 22 (1.5%), Nasdaq Up 35 (0.5%), Dow 30 Up 110 (0.5%), S&P 500 Up 11 (0.4%)",2018-10-30,QQQ,2.603668666871611
"Benzinga Pro Morning Price Check For Major Averages: S&P 500 Up 19 (0.7%), Nasdaq Up 49 (0.7%), Dow 30 Up 154 (0.6%), Russell 2000 Up 7 (0.1%)",2018-10-30,QQQ,2.603668666871611
"The Latest Tech Wreck Sends Markets Lower; S&P 500, Nasdaq Close In Correction Territory",2018-10-29,QQQ,3.5103909455465465
"Benzinga Pro Mid-Day Price Check For Major Averages: Russell 2000 Up 12 (0.8%), S&P 500 Up 14 (0.5%), Dow 30 Up 97 (0.4%), Nasdaq Down 17 (0.2%)",2018-10-29,QQQ,3.5103909455465465
"Benzinga Pro Morning Price Check For Major Averages: S&P 500 Up 37 (1.4%), Russell 2000 Up 20 (1.4%), Nasdaq Up 98 (1.4%), Dow 30 Up 233 (0.9%)",2018-10-29,QQQ,3.5103909455465465
"Benzinga Pro Mid-Day Price Check For Major Averages: Dow 30 Down 211 (0.9%), Russell 2000 Down 17 (1.2%), S&P 500 Down 34 (1.3%), Nasdaq Down 113 (1.5%)",2018-10-26,QQQ,1.6320658434641735
Why Did Somebody Aggressively Buy About Half A Million Shares Of Apple Thursday Night?,2018-10-26,QQQ,1.6320658434641735
"NYSE Floor Trader Breaks Down The Market Sell-Off: 'For Every Seller, There's A Buyer'",2018-10-25,QQQ,0.5845902091031242
"Benzinga Pro Mid-Day Price Check For Major Averages: Dow 30 Up 49 (1.9%), Nasdaq Up 398 (1.6%), Russell 2000 Up 28 (1.3%), S&P 500 Up 32 (0.2%)",2018-10-25,QQQ,0.5845902091031242
"Benzinga Pro Morning Price Check For Major Averages: Dow 30 Up 38 (1.4%), Nasdaq Up 298 (1.2%), Russell 2000 Up 17 (1.2%), S&P 500 Up 51 (0.3%)",2018-10-25,QQQ,0.5845902091031242
"Benzinga Pro Mid-Day Price Check For Major Averages: Dow 30 Down 207 (0.8%), S&P 500 Down 39 (1.4%), Russell 2000 Down 30 (2.0%), Nasdaq Down 165 (2.2%)",2018-10-24,QQQ,2.709574881083214
"Benzinga Pro Morning Price Check For Major Averages: S&P 500 Down 7 (0.2%), Dow 30 Down 46 (0.2%), Russell 2000 Down 4 (0.3%), Nasdaq Down 53 (0.7%)",2018-10-24,QQQ,2.709574881083214
"Benzinga Pro Mid-Day Price Check For Major Averages: Dow 30 Down 187 (0.7%), S&P 500 Down 23 (0.9%), Nasdaq Down 68 (0.9%), Russell 2000 Down 17 (1.1%)",2018-10-23,QQQ,-4.241937917886818
"Benzinga Pro Morning Price Check For Major Averages: Russell 2000 Down 21 (1.4%),  Dow 30 Down 427 (1.7%), S&P 500 Down 53 (2.0%), Nasdaq Down 177 (2.4%)",2018-10-23,QQQ,-4.241937917886818
"Benzinga Pro Mid-Day Price Check For Major Averages: Nasdaq Up 36 (0.5%), Russell 2000 Down 3 (0.2%), S&P 500 Down 8 (0.3%),  Dow 30 Down 136 (0.5%)",2018-10-22,QQQ,-6.141111928213163
"Benzinga Pro Morning Price Check For Major Averages: Russell 2000 Up 4 (0.3%), Nasdaq Down 10 (0.1%),  Dow 30 Down 78 (0.3%), S&P 500 Down 9 (0.3%)",2018-10-22,QQQ,-6.141111928213163
"Benzinga Pro Mid-Day Price Check For Major Averages: Dow 30 Up 114 (0.5%), S&P 500 Up 9 (0.3%), Nasdaq Flat, Russell 2000 Down 14 (0.9%)",2018-10-19,QQQ,-3.6758755363339453
"Benzinga Pro Morning Price Check For Major Averages: Nasdaq Up 89 (1.2%), S&P 500 Up 24 (0.9%), Dow 30 Up 182 (0.8%), Russell 2000 Up 8 (0.5%)",2018-10-19,QQQ,-3.6758755363339453
"Benzinga Pro Mid-Day Price Check For Major Averages: Dow 30 Down 370 (1.4%), Russell 2000 Down 22 (1.4%), S&P 500 Down 44 (1.6%), Nasdaq Down 175 (2.3%)",2018-10-18,QQQ,-1.2241569960104968
"Benzinga Pro Morning Price Check For Major Averages: S&P 500 Down 8 (0.3%), Dow 30 Down 75 (0.3%), Russell 2000 Down 6 (0.4%), Nasdaq Down 41 (0.5%)",2018-10-18,QQQ,-1.2241569960104968
"Benzinga Pro Mid-Day  Price Check For Major Averages: S&P 500 Up 3 (0.1%), Dow 30 Down 26 (0.1%), Nasdaq Down 4 (0.1%), Russell 2000 Down 9 (0.5%)",2018-10-17,QQQ,-6.740367461123424
"Benzinga Pro Morning  Price Check For Major Averages: S&P 500 Down 6 (0.2%),  Nasdaq Down 11 (0.2%), Dow 30 Down 160 (0.6%), Russell 2000 Down 11 (0.7%)",2018-10-17,QQQ,-6.740367461123424
"Benzinga Pro Mid-Day  Price Check For Major Averages: Nasdaq Up 149 (2.0%), Russell 2000 Up 24 (1.6%), S&P 500 Up 42 (1.5%), Dow 30 Up 365 (1.4%)",2018-10-16,QQQ,-2.2288663681928296
"Benzinga Pro Mid-Day Price Check For Major Averages: Russell 2000 Flat,  Dow 30 Down 51 (0.2%), S&P 500 Down 10 (0.4%), Nasdaq Down 55 (0.7%)",2018-10-15,QQQ,0.9871650490090256
"Benzinga Pro Morning Price Check For Major Averages: Dow 30 Up 25 (0.1%), S&P 500 Down 3 (0.1%), Russell 2000 Down 2 (0.1%), Nasdaq Down 38 (0.5%)",2018-10-15,QQQ,0.9871650490090256
"Benzinga Pro Mid-Day Price Check For Major Averages: Nasdaq Up 100 (1.4%), S&P 500 Up 19 (0.7%), Dow 30 Up 89 (0.4%), Russell 2000 Up 1 (0.1%)",2018-10-12,QQQ,-0.7457566244820102
"Cramer Says 'Nibble' Away At Tech, While Pro Likes Apple",2018-10-12,QQQ,-0.7457566244820102
"Benzinga Pro Morning  Price Check For Major Averages: Nasdaq Up 173 (2.4%), S&P 500 Up 43 (1.6%), Dow 30 Up 325 (1.3%), Russell 2000 Up 18 (1.1%)",2018-10-12,QQQ,-0.7457566244820102
How Anne-Marie Baiynd Is Trading The Market Sell-Off: Fade The Bounces,2018-10-11,QQQ,2.110841316833437
"Benzinga Pro Mid-Day   Price Check For Major Averages: Nasdaq Up 12 (0.2%), Russell 2000 Flat, S&P 500 Down 14.7 (0.5%), Dow 30 Down 116 (0.5%)",2018-10-11,QQQ,2.110841316833437
